experiment,dataset,train_dataset,agent,stage,cell,score,raw_mean,lower_mean,upper_mean,complete,reason,max_step,expected_step,eval_path,eval_mtime,agent_path,agent_mtime,agent_newer_than_eval
noise_action,noise_action_1e0@walker2d_d4rl_medium,walker2d_d4rl_medium,cql,test,11.19,11.19,320.66,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/cql/noise_action_1e0@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784772847.4283683,source/ice_offline/agent/cql.py,1783915264.2770967,False
noise_action,noise_action_1e0@walker2d_d4rl_medium,walker2d_d4rl_medium,aspl_c,test,13.65*,13.65,390.47,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/aspl_c/noise_action_1e0@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784772946.6430469,source/ice_offline/agent/aspl_c.py,1784018860.2534056,False
noise_action,noise_action_1e0@walker2d_d4rl_medium,walker2d_d4rl_medium,scas_n,test,9.55,9.55,273.75,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/scas_n/noise_action_1e0@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784814136.8830545,source/ice_offline/agent/scas_n.py,1784703326.2021632,False
noise_action,noise_action_1e0@walker2d_d4rl_medium,walker2d_d4rl_medium,scaspl_n,test,!10.04,10.04,287.71,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/scaspl_n/noise_action_1e0@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784711439.9276993,source/ice_offline/agent/scaspl_n.py,1784739867.0986953,True
noise_action,noise_action_1e0@walker2d_d4rl_medium,walker2d_d4rl_medium,scc_n,test,10.44,10.44,299.30,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/scc_n/noise_action_1e0@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784773078.9116173,source/ice_offline/agent/scc_n.py,1783914967.242309,False
noise_action,noise_action_5e-2@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,bc,test,113.60,113.60,3236.99,1.87,2849.70,True,ok,70000,70000,tmps/evals/noise_action/bc/noise_action_5e-2@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784773751.011425,source/ice_offline/agent/bc.py,1782794022.1788964,False
noise_action,noise_action_5e-2@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,td3bc_n,test,144.46*,144.46,4115.98,1.87,2849.70,True,ok,120000,120000,tmps/evals/noise_action/td3bc_n/noise_action_5e-2@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784711911.724335,source/ice_offline/agent/td3bc_n.py,1784018860.2535148,False
noise_action,noise_action_5e-2@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,iql,test,132.93,132.93,3787.62,1.87,2849.70,True,ok,220000,220000,tmps/evals/noise_action/iql/noise_action_5e-2@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784774465.65553,source/ice_offline/agent/iql.py,1782794022.2878957,False
noise_action,noise_action_5e-2@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,cql,test,106.35,106.35,3030.60,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/cql/noise_action_5e-2@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784775547.7576418,source/ice_offline/agent/cql.py,1783915264.2770967,False
noise_action,noise_action_5e-2@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,aspl_c,test,146.44*,146.44,4172.35,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/aspl_c/noise_action_5e-2@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784776203.27453,source/ice_offline/agent/aspl_c.py,1784018860.2534056,False
noise_action,noise_action_5e-2@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,scas_n,test,43.68,43.68,1245.79,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/scas_n/noise_action_5e-2@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784814222.6894436,source/ice_offline/agent/scas_n.py,1784703326.2021632,False
noise_action,noise_action_5e-2@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,scaspl_n,test,!119.59,119.59,3407.54,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/scaspl_n/noise_action_5e-2@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784713849.4945354,source/ice_offline/agent/scaspl_n.py,1784739867.0986953,True
noise_action,noise_action_5e-2@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,scc_n,test,105.26,105.26,2999.36,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/scc_n/noise_action_5e-2@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784776531.3005438,source/ice_offline/agent/scc_n.py,1783914967.242309,False
noise_action,noise_action_1e-1@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,bc,test,107.15,107.15,3053.18,1.87,2849.70,True,ok,70000,70000,tmps/evals/noise_action/bc/noise_action_1e-1@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784776966.1115758,source/ice_offline/agent/bc.py,1782794022.1788964,False
noise_action,noise_action_1e-1@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,td3bc_n,test,139.31*,139.31,3969.11,1.87,2849.70,True,ok,120000,120000,tmps/evals/noise_action/td3bc_n/noise_action_1e-1@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784715164.580534,source/ice_offline/agent/td3bc_n.py,1784018860.2535148,False
noise_action,noise_action_1e-1@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,iql,test,124.88,124.88,3558.29,1.87,2849.70,True,ok,220000,220000,tmps/evals/noise_action/iql/noise_action_1e-1@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784777430.479949,source/ice_offline/agent/iql.py,1782794022.2878957,False
noise_action,noise_action_1e-1@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,cql,test,97.87,97.87,2789.16,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/cql/noise_action_1e-1@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784778230.6199863,source/ice_offline/agent/cql.py,1783915264.2770967,False
noise_action,noise_action_1e-1@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,aspl_c,test,143.71*,143.71,4094.51,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/aspl_c/noise_action_1e-1@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784778865.8869555,source/ice_offline/agent/aspl_c.py,1784018860.2534056,False
noise_action,noise_action_1e-1@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,scas_n,test,42.86,42.86,1222.45,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/scas_n/noise_action_1e-1@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784814306.8098447,source/ice_offline/agent/scas_n.py,1784703326.2021632,False
noise_action,noise_action_1e-1@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,scaspl_n,test,!123.49,123.49,3518.64,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/scaspl_n/noise_action_1e-1@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784716686.2449684,source/ice_offline/agent/scaspl_n.py,1784739867.0986953,True
noise_action,noise_action_1e-1@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,scc_n,test,96.78,96.78,2758.13,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/scc_n/noise_action_1e-1@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784779280.6123009,source/ice_offline/agent/scc_n.py,1783914967.242309,False
noise_action,noise_action_5e-1@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,bc,test,31.65,31.65,903.15,1.87,2849.70,True,ok,70000,70000,tmps/evals/noise_action/bc/noise_action_5e-1@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784779450.8622088,source/ice_offline/agent/bc.py,1782794022.1788964,False
noise_action,noise_action_5e-1@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,td3bc_n,test,34.61,34.61,987.45,1.87,2849.70,True,ok,120000,120000,tmps/evals/noise_action/td3bc_n/noise_action_5e-1@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784717639.607281,source/ice_offline/agent/td3bc_n.py,1784018860.2535148,False
noise_action,noise_action_5e-1@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,iql,test,29.99,29.99,855.86,1.87,2849.70,True,ok,220000,220000,tmps/evals/noise_action/iql/noise_action_5e-1@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784779527.4747171,source/ice_offline/agent/iql.py,1782794022.2878957,False
noise_action,noise_action_5e-1@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,cql,test,26.16,26.16,746.83,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/cql/noise_action_5e-1@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784779612.534171,source/ice_offline/agent/cql.py,1783915264.2770967,False
noise_action,noise_action_5e-1@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,aspl_c,test,48.65*,48.65,1387.30,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/aspl_c/noise_action_5e-1@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784779716.7695017,source/ice_offline/agent/aspl_c.py,1784018860.2534056,False
noise_action,noise_action_5e-1@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,scas_n,test,19.11,19.11,546.19,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/scas_n/noise_action_5e-1@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784814415.2490723,source/ice_offline/agent/scas_n.py,1784703326.2021632,False
noise_action,noise_action_5e-1@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,scaspl_n,test,!35.37,35.37,1009.22,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/scaspl_n/noise_action_5e-1@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784718164.3847346,source/ice_offline/agent/scaspl_n.py,1784739867.0986953,True
noise_action,noise_action_5e-1@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,scc_n,test,32.15,32.15,917.40,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/scc_n/noise_action_5e-1@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784779791.3160229,source/ice_offline/agent/scc_n.py,1783914967.242309,False
noise_action,noise_action_1e0@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,bc,test,9.02,9.02,258.68,1.87,2849.70,True,ok,70000,70000,tmps/evals/noise_action/bc/noise_action_1e0@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784779828.7747824,source/ice_offline/agent/bc.py,1782794022.1788964,False
noise_action,noise_action_1e0@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,td3bc_n,test,10.25,10.25,293.84,1.87,2849.70,True,ok,120000,120000,tmps/evals/noise_action/td3bc_n/noise_action_1e0@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784718610.385035,source/ice_offline/agent/td3bc_n.py,1784018860.2535148,False
noise_action,noise_action_1e0@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,iql,test,8.49,8.49,243.57,1.87,2849.70,True,ok,220000,220000,tmps/evals/noise_action/iql/noise_action_1e0@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784779866.1425424,source/ice_offline/agent/iql.py,1782794022.2878957,False
noise_action,noise_action_1e0@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,cql,test,7.15,7.15,205.55,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/cql/noise_action_1e0@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784779908.3462713,source/ice_offline/agent/cql.py,1783915264.2770967,False
noise_action,noise_action_1e0@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,aspl_c,test,12.87*,12.87,368.36,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/aspl_c/noise_action_1e0@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784779954.8269725,source/ice_offline/agent/aspl_c.py,1784018860.2534056,False
noise_action,noise_action_1e0@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,scas_n,test,8.71,8.71,249.92,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/scas_n/noise_action_1e0@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784814520.8683197,source/ice_offline/agent/scas_n.py,1784703326.2021632,False
noise_action,noise_action_1e0@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,scaspl_n,test,!10.29,10.29,294.84,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/scaspl_n/noise_action_1e0@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784719217.3010888,source/ice_offline/agent/scaspl_n.py,1784739867.0986953,True
noise_action,noise_action_1e0@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,scc_n,test,9.96,9.96,285.38,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/scc_n/noise_action_1e0@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784779994.5647173,source/ice_offline/agent/scc_n.py,1783914967.242309,False
noise_action,noise_action_5e-2@walker2d_replay_medium,walker2d_replay_medium,bc,test,25.00,25.00,713.97,1.87,2849.70,True,ok,70000,70000,tmps/evals/noise_action/bc/noise_action_5e-2@walker2d_replay_medium-v0/data/eval_data.hdf5,1784780077.1411865,source/ice_offline/agent/bc.py,1782794022.1788964,False
noise_action,noise_action_5e-2@walker2d_replay_medium,walker2d_replay_medium,td3bc_n,test,104.28,104.28,2971.54,1.87,2849.70,True,ok,120000,120000,tmps/evals/noise_action/td3bc_n/noise_action_5e-2@walker2d_replay_medium-v0/data/eval_data.hdf5,1784719998.490826,source/ice_offline/agent/td3bc_n.py,1784018860.2535148,False
noise_action,noise_action_5e-2@walker2d_replay_medium,walker2d_replay_medium,iql,test,67.78,67.78,1932.01,1.87,2849.70,True,ok,220000,220000,tmps/evals/noise_action/iql/noise_action_5e-2@walker2d_replay_medium-v0/data/eval_data.hdf5,1784780233.2376163,source/ice_offline/agent/iql.py,1782794022.2878957,False
noise_action,noise_action_5e-2@walker2d_replay_medium,walker2d_replay_medium,cql,test,33.45,33.45,954.56,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/cql/noise_action_5e-2@walker2d_replay_medium-v0/data/eval_data.hdf5,1784780417.0334094,source/ice_offline/agent/cql.py,1783915264.2770967,False
noise_action,noise_action_5e-2@walker2d_replay_medium,walker2d_replay_medium,aspl_c,test,70.51,70.51,2009.81,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/aspl_c/noise_action_5e-2@walker2d_replay_medium-v0/data/eval_data.hdf5,1784780617.3909,source/ice_offline/agent/aspl_c.py,1784018860.2534056,False
noise_action,noise_action_5e-2@walker2d_replay_medium,walker2d_replay_medium,scas_n,train_min,!(tm),,,1.87,2849.70,False,missing_noise_test,520000,520000,tmps/models/base_train/scas_n/walker2d_replay_medium-v0/520000.pt,1784281290.727553,source/ice_offline/agent/scas_n.py,1784703326.2021632,True
noise_action,noise_action_5e-2@walker2d_replay_medium,walker2d_replay_medium,scaspl_n,test,!92.42,92.42,2633.74,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/scaspl_n/noise_action_5e-2@walker2d_replay_medium-v0/data/eval_data.hdf5,1784723081.8283448,source/ice_offline/agent/scaspl_n.py,1784739867.0986953,True
noise_action,noise_action_5e-2@walker2d_replay_medium,walker2d_replay_medium,scc_n,test,122.09*,122.09,3478.65,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/scc_n/noise_action_5e-2@walker2d_replay_medium-v0/data/eval_data.hdf5,1784780883.7849205,source/ice_offline/agent/scc_n.py,1783914967.242309,False
noise_action,noise_action_1e-1@walker2d_replay_medium,walker2d_replay_medium,bc,test,26.17,26.17,747.14,1.87,2849.70,True,ok,70000,70000,tmps/evals/noise_action/bc/noise_action_1e-1@walker2d_replay_medium-v0/data/eval_data.hdf5,1784780968.2885597,source/ice_offline/agent/bc.py,1782794022.1788964,False
noise_action,noise_action_1e-1@walker2d_replay_medium,walker2d_replay_medium,td3bc_n,test,103.36,103.36,2945.29,1.87,2849.70,True,ok,120000,120000,tmps/evals/noise_action/td3bc_n/noise_action_1e-1@walker2d_replay_medium-v0/data/eval_data.hdf5,1784724834.2006629,source/ice_offline/agent/td3bc_n.py,1784018860.2535148,False
noise_action,noise_action_1e-1@walker2d_replay_medium,walker2d_replay_medium,iql,test,66.66,66.66,1900.18,1.87,2849.70,True,ok,220000,220000,tmps/evals/noise_action/iql/noise_action_1e-1@walker2d_replay_medium-v0/data/eval_data.hdf5,1784781125.1038451,source/ice_offline/agent/iql.py,1782794022.2878957,False
noise_action,noise_action_1e-1@walker2d_replay_medium,walker2d_replay_medium,cql,test,33.66,33.66,960.39,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/cql/noise_action_1e-1@walker2d_replay_medium-v0/data/eval_data.hdf5,1784781310.312943,source/ice_offline/agent/cql.py,1783915264.2770967,False
noise_action,noise_action_1e-1@walker2d_replay_medium,walker2d_replay_medium,aspl_c,test,71.88,71.88,2048.95,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/aspl_c/noise_action_1e-1@walker2d_replay_medium-v0/data/eval_data.hdf5,1784781513.264904,source/ice_offline/agent/aspl_c.py,1784018860.2534056,False
noise_action,noise_action_1e-1@walker2d_replay_medium,walker2d_replay_medium,scas_n,train_min,!(tm),,,1.87,2849.70,False,missing_noise_test,520000,520000,tmps/models/base_train/scas_n/walker2d_replay_medium-v0/520000.pt,1784281290.727553,source/ice_offline/agent/scas_n.py,1784703326.2021632,True
noise_action,noise_action_1e-1@walker2d_replay_medium,walker2d_replay_medium,scaspl_n,test,!89.45,89.45,2549.17,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/scaspl_n/noise_action_1e-1@walker2d_replay_medium-v0/data/eval_data.hdf5,1784728162.2365544,source/ice_offline/agent/scaspl_n.py,1784739867.0986953,True
noise_action,noise_action_1e-1@walker2d_replay_medium,walker2d_replay_medium,scc_n,test,119.93*,119.93,3417.39,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/scc_n/noise_action_1e-1@walker2d_replay_medium-v0/data/eval_data.hdf5,1784781777.1755006,source/ice_offline/agent/scc_n.py,1783914967.242309,False
noise_action,noise_action_5e-1@walker2d_replay_medium,walker2d_replay_medium,bc,test,15.59,15.59,445.71,1.87,2849.70,True,ok,70000,70000,tmps/evals/noise_action/bc/noise_action_5e-1@walker2d_replay_medium-v0/data/eval_data.hdf5,1784781837.9561715,source/ice_offline/agent/bc.py,1782794022.1788964,False
noise_action,noise_action_5e-1@walker2d_replay_medium,walker2d_replay_medium,td3bc_n,test,32.69,32.69,932.94,1.87,2849.70,True,ok,120000,120000,tmps/evals/noise_action/td3bc_n/noise_action_5e-1@walker2d_replay_medium-v0/data/eval_data.hdf5,1784729471.0318348,source/ice_offline/agent/td3bc_n.py,1784018860.2535148,False
noise_action,noise_action_5e-1@walker2d_replay_medium,walker2d_replay_medium,iql,test,28.50,28.50,813.64,1.87,2849.70,True,ok,220000,220000,tmps/evals/noise_action/iql/noise_action_5e-1@walker2d_replay_medium-v0/data/eval_data.hdf5,1784781921.5397162,source/ice_offline/agent/iql.py,1782794022.2878957,False
noise_action,noise_action_5e-1@walker2d_replay_medium,walker2d_replay_medium,cql,test,21.19,21.19,605.22,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/cql/noise_action_5e-1@walker2d_replay_medium-v0/data/eval_data.hdf5,1784782060.2643633,source/ice_offline/agent/cql.py,1783915264.2770967,False
noise_action,noise_action_5e-1@walker2d_replay_medium,walker2d_replay_medium,aspl_c,test,34.28,34.28,978.08,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/aspl_c/noise_action_5e-1@walker2d_replay_medium-v0/data/eval_data.hdf5,1784782384.7564247,source/ice_offline/agent/aspl_c.py,1784018860.2534056,False
noise_action,noise_action_5e-1@walker2d_replay_medium,walker2d_replay_medium,scas_n,train_min,!(tm),,,1.87,2849.70,False,missing_noise_test,520000,520000,tmps/models/base_train/scas_n/walker2d_replay_medium-v0/520000.pt,1784281290.727553,source/ice_offline/agent/scas_n.py,1784703326.2021632,True
noise_action,noise_action_5e-1@walker2d_replay_medium,walker2d_replay_medium,scaspl_n,test,!30.90,30.90,881.75,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/scaspl_n/noise_action_5e-1@walker2d_replay_medium-v0/data/eval_data.hdf5,1784731079.6646633,source/ice_offline/agent/scaspl_n.py,1784739867.0986953,True
noise_action,noise_action_5e-1@walker2d_replay_medium,walker2d_replay_medium,scc_n,test,48.52*,48.52,1383.54,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/scc_n/noise_action_5e-1@walker2d_replay_medium-v0/data/eval_data.hdf5,1784782736.5321915,source/ice_offline/agent/scc_n.py,1783914967.242309,False
noise_action,noise_action_1e0@walker2d_replay_medium,walker2d_replay_medium,bc,test,1.01,1.01,30.64,1.87,2849.70,True,ok,70000,70000,tmps/evals/noise_action/bc/noise_action_1e0@walker2d_replay_medium-v0/data/eval_data.hdf5,1784782772.1621208,source/ice_offline/agent/bc.py,1782794022.1788964,False
noise_action,noise_action_1e0@walker2d_replay_medium,walker2d_replay_medium,td3bc_n,test,5.03,5.03,145.22,1.87,2849.70,True,ok,120000,120000,tmps/evals/noise_action/td3bc_n/noise_action_1e0@walker2d_replay_medium-v0/data/eval_data.hdf5,1784731413.8083427,source/ice_offline/agent/td3bc_n.py,1784018860.2535148,False
noise_action,noise_action_1e0@walker2d_replay_medium,walker2d_replay_medium,iql,test,4.96,4.96,143.07,1.87,2849.70,True,ok,220000,220000,tmps/evals/noise_action/iql/noise_action_1e0@walker2d_replay_medium-v0/data/eval_data.hdf5,1784782849.632945,source/ice_offline/agent/iql.py,1782794022.2878957,False
noise_action,noise_action_1e0@walker2d_replay_medium,walker2d_replay_medium,cql,test,7.72,7.72,221.67,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/cql/noise_action_1e0@walker2d_replay_medium-v0/data/eval_data.hdf5,1784783069.053316,source/ice_offline/agent/cql.py,1783915264.2770967,False
noise_action,noise_action_1e0@walker2d_replay_medium,walker2d_replay_medium,aspl_c,test,15.42*,15.42,441.04,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/aspl_c/noise_action_1e0@walker2d_replay_medium-v0/data/eval_data.hdf5,1784783250.1346896,source/ice_offline/agent/aspl_c.py,1784018860.2534056,False
noise_action,noise_action_1e0@walker2d_replay_medium,walker2d_replay_medium,scas_n,train_min,!(tm),,,1.87,2849.70,False,missing_noise_test,520000,520000,tmps/models/base_train/scas_n/walker2d_replay_medium-v0/520000.pt,1784281290.727553,source/ice_offline/agent/scas_n.py,1784703326.2021632,True
noise_action,noise_action_1e0@walker2d_replay_medium,walker2d_replay_medium,scaspl_n,test,!6.53,6.53,187.81,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/scaspl_n/noise_action_1e0@walker2d_replay_medium-v0/data/eval_data.hdf5,1784731815.2885215,source/ice_offline/agent/scaspl_n.py,1784739867.0986953,True
noise_action,noise_action_1e0@walker2d_replay_medium,walker2d_replay_medium,scc_n,test,6.17,6.17,177.68,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/scc_n/noise_action_1e0@walker2d_replay_medium-v0/data/eval_data.hdf5,1784783340.4103508,source/ice_offline/agent/scc_n.py,1783914967.242309,False
noise_state,noise_state_5e-4@walker2d_d4rl_medium,walker2d_d4rl_medium,bc,test,115.11*,115.11,3280.12,1.87,2849.70,True,ok,70000,70000,tmps/evals/noise_state/bc/noise_state_5e-4@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784784013.6015139,source/ice_offline/agent/bc.py,1782794022.1788964,False
noise_state,noise_state_5e-4@walker2d_d4rl_medium,walker2d_d4rl_medium,td3bc_n,test,118.96*,118.96,3389.76,1.87,2849.70,True,ok,120000,120000,tmps/evals/noise_state/td3bc_n/noise_state_5e-4@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784113743.1581633,source/ice_offline/agent/td3bc_n.py,1784018860.2535148,False
noise_state,noise_state_5e-4@walker2d_d4rl_medium,walker2d_d4rl_medium,iql,test,100.52,100.52,2864.50,1.87,2849.70,True,ok,220000,220000,tmps/evals/noise_state/iql/noise_state_5e-4@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784784648.7352624,source/ice_offline/agent/iql.py,1782794022.2878957,False
noise_state,noise_state_5e-4@walker2d_d4rl_medium,walker2d_d4rl_medium,cql,test,115.32*,115.32,3285.89,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_state/cql/noise_state_5e-4@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784785263.6331146,source/ice_offline/agent/cql.py,1783915264.2770967,False
noise_state,noise_state_5e-4@walker2d_d4rl_medium,walker2d_d4rl_medium,aspl_c,test,116.92*,116.92,3331.44,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_state/aspl_c/noise_state_5e-4@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784785578.5685513,source/ice_offline/agent/aspl_c.py,1784018860.2534056,False
noise_state,noise_state_5e-4@walker2d_d4rl_medium,walker2d_d4rl_medium,scas_n,test,101.89,101.89,2903.58,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_state/scas_n/noise_state_5e-4@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784815169.022049,source/ice_offline/agent/scas_n.py,1784703326.2021632,False
noise_state,noise_state_5e-4@walker2d_d4rl_medium,walker2d_d4rl_medium,scaspl_n,test,!118.01*,118.01,3362.59,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_state/scaspl_n/noise_state_5e-4@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784118553.1786416,source/ice_offline/agent/scaspl_n.py,1784739867.0986953,True
noise_state,noise_state_5e-4@walker2d_d4rl_medium,walker2d_d4rl_medium,scc_n,test,118.04*,118.04,3363.42,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_state/scc_n/noise_state_5e-4@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784786282.6910982,source/ice_offline/agent/scc_n.py,1783914967.242309,False
noise_state,noise_state_1e-3@walker2d_d4rl_medium,walker2d_d4rl_medium,bc,test,114.85*,114.85,3272.46,1.87,2849.70,True,ok,70000,70000,tmps/evals/noise_state/bc/noise_state_1e-3@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784787055.069231,source/ice_offline/agent/bc.py,1782794022.1788964,False
noise_state,noise_state_1e-3@walker2d_d4rl_medium,walker2d_d4rl_medium,td3bc_n,test,119.18*,119.18,3396.00,1.87,2849.70,True,ok,120000,120000,tmps/evals/noise_state/td3bc_n/noise_state_1e-3@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784114025.6063998,source/ice_offline/agent/td3bc_n.py,1784018860.2535148,False
noise_state,noise_state_1e-3@walker2d_d4rl_medium,walker2d_d4rl_medium,iql,test,101.18,101.18,2883.32,1.87,2849.70,True,ok,220000,220000,tmps/evals/noise_state/iql/noise_state_1e-3@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784787313.1147933,source/ice_offline/agent/iql.py,1782794022.2878957,False
